,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
750,0.482,0.608,8,-10.974,0,0.207,0.0485,0.0,0.124,0.849,169.341,184848,3,1,2dDfS3g7VYjQLDqPnMY8oB
751,0.851,0.776,6,-3.254,1,0.0561,0.12,0.0,0.1,0.804,95.995,209905,4,0,7MoZgM6AsQaZw14WnKopuy
752,0.86,0.762,9,-2.343,0,0.0447,0.286,0.000148,0.0697,0.763,139.992,230027,4,0,4agLM5EfiWR2AKMq7gFwcM
753,0.79,0.688,2,-5.476,0,0.0319,0.0994,0.0,0.111,0.816,97.486,146840,3,0,5u6lAvdS8mmHHTHQlC3TtN
754,0.889,0.863,11,-3.011,1,0.0757,0.289,0.000603,0.0798,0.776,112.953,201000,4,0,0eeKDrQxjqNl5bX5VCHDcn
755,0.801,0.716,7,-8.398,0,0.0541,0.285,1e-05,0.163,0.771,94.005,252387,4,0,3gvGnkmg8zVZdBAx4B7Cvq
756,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4,0,2FSGUA0gFgGeQdprjtGM2M
757,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,0,2D3z17LBMJ2HEHeBFFjTLi
758,0.656,0.864,4,-4.152,0,0.3,0.511,0.0,0.791,0.699,89.912,248013,4,0,0H26e1PgtkQ2aTRZEKWOOO
759,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,333800,4,0,7lUdbnz7wsv3C9zzf4WHl9
760,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs
761,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,258600,4,0,1ndyl3wJCFs872XZ3ztPk6
762,0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,157733,5,0,6zEgnpM0qYmHLDnh8WPejL
763,0.846,0.747,1,-5.074,0,0.0533,0.0947,0.0,0.159,0.517,95.003,220057,4,0,3XaWuYsTtnkzCSBr0RmROc
764,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,232853,4,0,1xK1Gg9SxG8fy2Ya373oqb
765,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,315293,4,0,48NXpYRuvv9izul4oXhqS9
766,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4,0,4bTZeO72FwMa6wKOiqoynL
767,0.808,0.682,2,-7.128,1,0.0963,0.171,1.42e-06,0.464,0.491,89.987,235627,4,0,614NVFo5csQqRnryl4jXs2
768,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,0,7k4t7uLgtOxPwTpFmtJNTY
769,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4,0,4R8BJggjosTswLxtkw8V7P
770,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,232020,4,0,5gflgO9EPbIBf16n5TKnQS
771,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,1,2TH65lNHgvLxCKXM3apjxI
772,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4,0,0fea68AdmYNygeTGI4RC18
773,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,204600,4,0,69Ej1xrGjOcHvIMtMKxK0G
774,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595,4,0,4loQgPwJHocL3dFwLfjb1J
775,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4,0,35UUpTmrcFXNIVIN26ujXl
776,0.617,0.66,8,-7.192,1,0.171,0.0303,0.0,0.102,0.895,214.017,186987,4,0,2UPfiKisNceDee4VFcdoZx
777,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,216107,4,0,7ndTONDDRFGiPnnhOzOXxq
778,0.554,0.784,1,-5.459,1,0.113,0.0607,0.0,0.301,0.61,96.699,352093,4,0,5vQy9fwVJTeLsaX9IOpCcp
779,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,186133,4,0,3VvA1wSxukMLsvXoXtlwWx
780,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,277107,4,0,7hynhxDoDpgMIV12JuVtNa
781,0.788,0.745,11,-4.417,0,0.0448,0.352,4.56e-05,0.0973,0.79,94.002,190160,4,0,62vDrkBEyJYEOFj1ScBqM7
782,0.839,0.706,7,-5.629,0,0.0728,0.264,1.23e-06,0.106,0.462,92.031,147120,4,0,4jOBQxq4Ffd8DDrsN4wPOR
783,0.816,0.747,8,-6.468,0,0.0411,0.102,0.0,0.263,0.848,97.019,210933,4,0,6z5Xrx58p5Bs18RIe6KXbI
784,0.794,0.882,1,-5.589,1,0.0361,0.114,7.98e-05,0.062,0.642,117.009,188213,4,0,00hdjyXt6MohKnCyDmhxOL
785,0.796,0.911,1,-1.998,1,0.285,0.188,0.0,0.499,0.918,180.128,204631,4,0,2YRvdf9cdS88y1wB1WhKoE
786,0.885,0.68,11,-3.837,0,0.0848,0.131,1.77e-05,0.0875,0.78,97.003,200267,4,0,35KmOEIUqAGn02t7n4qaIr
787,0.81,0.862,8,-6.526,0,0.14,0.0227,3.21e-06,0.203,0.963,115.949,288522,4,0,1KYspqFoBXRcAs89HSekKM
788,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,229360,4,0,6habFhsOp2NvshLv26DqMb
789,0.699,0.91,4,-4.405,0,0.036,0.217,2.66e-06,0.146,0.792,97.971,239920,4,0,3bkBVEmRJuJZNh5iVgJkWm
790,0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv
791,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4,0,3f5lA8nnc4YYF1qf78WpHw
792,0.805,0.792,8,-6.511,0,0.0882,0.544,0.00145,0.11,0.791,94.99,225693,4,0,09QZbXkrHRww7Epv7qSnL0
793,0.645,0.876,6,-5.609,1,0.0341,0.0418,0.0024,0.0879,0.766,96.01,190009,4,0,3BYUW3fviY5RZyNzZhnLO1
794,0.815,0.826,5,-5.217,1,0.155,0.283,0.0,0.256,0.737,95.031,183053,4,0,4HNlRF6Nux7jU68kTpX7CP
795,0.81,0.808,7,-3.883,0,0.0855,0.0577,0.0,0.157,0.707,90.096,173227,4,0,3U73C3VYVAeMjvxOizh5Ad
796,0.785,0.792,9,-4.695,0,0.0641,0.0104,0.0,0.104,0.528,155.036,249600,4,0,0uIfrUwwg0Z7KTitul7E3T
797,0.773,0.755,9,-7.867,0,0.135,0.281,2.07e-05,0.0941,0.603,88.018,303907,4,0,0WdtoSPuxXXdFzb7VqmbyT
798,0.726,0.784,1,-6.053,1,0.239,0.0607,0.0,0.112,0.651,192.068,171147,4,0,1hUxy4xuXlzRENHPg5Qqdb
799,0.786,0.811,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953,168052,4,0,0j1VxrPkMyFGvz0jZzxUoZ
800,0.829,0.878,9,-5.951,1,0.101,0.0959,0.0,0.776,0.883,87.991,239307,4,0,1q8NdCAQ9QUjpYiqzdd3mv
801,0.843,0.836,11,-2.474,0,0.0695,0.0816,0.00138,0.0532,0.65,94.018,205933,4,0,2lCkncy6bIB0LTMT7kvrD1
802,0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,345241,4,0,1mohfLaTJtB2RplHLQVM70
803,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,0,6Za3190Sbw39BBC77WSS1C
804,0.815,0.856,1,-3.825,0,0.122,0.4,8.34e-05,0.244,0.872,91.995,151667,4,0,5YJ4BVvTFmVCxUyhKejHfR
805,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,184507,4,0,2dl5K2ScW7jYhAhuem06cm
806,0.675,0.921,4,-6.083,1,0.0365,0.0466,0.00618,0.117,0.7,97.01,252493,4,0,2KtNeULMaw8sFkr8w13WWB
807,0.872,0.786,1,-5.473,1,0.142,0.0348,0.0,0.0776,0.722,96.002,172680,4,0,1kQqiC1rS1FiuVpeBKN0QN
808,0.769,0.838,2,-5.238,1,0.0633,0.16,0.0,0.0935,0.602,93.996,249609,4,0,0VKkyBKCXyR99navhVRqcP
809,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4,0,4HYDUMY0xSpeBr0AMY9cUz
810,0.759,0.895,5,-4.751,1,0.0597,0.0695,0.0,0.168,0.712,100.048,209529,4,0,6LDqp7BlLdkHgR7pmeky6B
811,0.864,0.658,1,-4.105,0,0.154,0.204,0.000626,0.105,0.865,163.922,178693,4,0,1WvrDdouh6C51In1SdATbq
812,0.728,0.611,0,-3.614,1,0.0922,0.183,0.154,0.124,0.526,180.014,121240,4,0,5LsUdPeqmKVGlPJre2sIRt
813,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,172127,4,0,0SqqAgdovOE24BzxIClpjw
814,0.657,0.933,9,-3.624,0,0.181,0.17,0.000137,0.204,0.637,89.931,261307,4,0,4ocXAchdkulq97w6m1ZaPv
815,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4,0,6rPO02ozF3bM7NnOV4h6s2
816,0.735,0.809,0,-4.238,0,0.119,0.29,0.0,0.124,0.875,93.126,178040,4,0,1JV7GONwi6qMLb9J7kcSTV
817,0.762,0.9,2,-4.731,0,0.0703,0.0717,0.0,0.183,0.756,100.04,209493,4,0,5uQ5dtxoiPIvsFtNYaAf9T
818,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,185840,4,0,3GtnId3Cm1Xa6joCj08nzW
819,0.848,0.801,10,-6.821,1,0.102,0.562,1.11e-05,0.0624,0.908,95.027,184480,4,0,4UxD6L5uah5Dvzs5kQwThG
820,0.844,0.757,1,-4.61,0,0.0523,0.0945,0.0,0.16,0.532,94.977,220133,4,0,6YyPA4dxemw23eGon3CjFX
821,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,0,2ksOAxtIxY8yElEWw8RhgK
822,0.771,0.815,1,-5.423,0,0.0719,0.161,2.01e-05,0.189,0.524,94.016,205520,4,0,0Q7ZM15J0cJA9rd7pQYdRq
823,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4,0,2XIc1pqjXV3Cr2BQUGNBck
824,0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961,204180,4,0,2etJ67Egf7woMgOikVrlJM
825,0.759,0.856,5,-7.058,1,0.0862,0.00192,3.26e-06,0.133,0.565,89.936,227107,4,0,0yy6SegPRLQU03ftqy8w6L
826,0.664,0.659,10,-4.232,0,0.0873,0.0625,0.00024,0.0874,0.797,175.826,157320,4,0,5KFHrrBMyGj5MhVbZMM3ts
827,0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,215891,4,0,2TksvaRivgAEj780DgRB73
828,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,230693,4,0,5y7DaS3jAc9eZzcSOoUIwU
829,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4,0,2DEZmgHKAvm41k4J3R2E9Y
830,0.788,0.629,0,-4.727,1,0.0883,0.16,0.000828,0.0598,0.738,172.044,325692,4,0,3oCghu20Kto5Xcu8Pg0cit
831,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,266087,4,0,4t9a07PAghtQMRAIP9FQ7Z
832,0.616,0.655,1,-8.331,0,0.312,0.218,4.08e-05,0.122,0.45,95.014,290627,4,0,3KK9uOadwPaeanTvBsP4Hr
833,0.775,0.847,8,-4.602,0,0.351,0.143,0.0,0.107,0.806,104.817,224740,4,0,2KTCXvWUbqfiinbFe7PJKP
834,0.8,0.811,3,-4.77,1,0.266,0.521,0.0,0.362,0.801,96.024,233400,4,0,5n9iuiNBT8jYPJOPfKWjWU
835,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,1,4MzXwWMhyBbmu6hOcLVD49
836,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,0,5qFeMRz4TvetPmzjre9Dq7
837,0.735,0.791,6,-4.462,1,0.0679,0.0529,0.000146,0.145,0.697,168.087,217240,4,0,5Jm4w8jmPEBTLjI9vH4fXo
838,0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007,382555,4,0,7LE1K0lZyRFZjSlrnm7lfD
839,0.868,0.764,4,-6.574,0,0.167,0.119,0.00143,0.0918,0.397,96.994,263293,4,0,6ksWMnPcHNyNoNf3y1BQCO
840,0.833,0.626,9,-7.715,1,0.188,0.447,0.0,0.0805,0.409,92.013,212733,4,0,6ODIW5KyJKtXY2rOuXv9WW
841,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,0,3jbT1Y5MoPwEIpZndDDwVq
842,0.775,0.786,1,-4.59,0,0.0503,0.0419,0.000413,0.0875,0.19,114.996,180387,4,0,6Zdjh0uRQPt22BPckJgvEj
843,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,0,116H0KvKr2Zl4RPuVBruDO
844,0.658,0.864,1,-2.698,0,0.0496,0.206,2.86e-06,0.119,0.702,105.053,123429,4,0,0uTFjOzKhhXkYcC3r3lWeZ
845,0.843,0.791,10,-5.652,0,0.0417,0.0717,0.0606,0.109,0.678,123.01,173659,4,0,3DN6xsMzNxPPbVnoXitQJ4
846,0.791,0.774,11,-9.436,1,0.115,0.0457,0.00147,0.57,0.857,123.019,337842,4,0,6wQufshN8RwGazPyDQ0WXM
847,0.691,0.928,4,-6.003,0,0.0399,0.009,0.409,0.406,0.904,124.042,178548,3,0,1AtYsgojnqvyTic4muhNCM
848,0.724,0.71,0,-7.383,0,0.0462,0.0126,0.00163,0.0857,0.212,122.056,153443,4,0,2IDBh3Nuej2wFUk2JmWEmQ
849,0.826,0.762,8,-3.07,0,0.046,0.0529,0.00418,0.0807,0.68,128.012,184685,4,0,3UBvyAHkTBCVXnzjdFItkL
850,0.851,0.728,0,-3.768,1,0.0615,0.0343,0.000599,0.27,0.749,125.986,208147,4,0,1MdQvMEpQ6xqsNW7HVH5v2
851,0.744,0.791,8,-4.557,1,0.2,0.0725,7.56e-05,0.171,0.515,114.998,243304,4,0,33I4AetLHjuwExdTjcDsf9
852,0.633,0.855,1,-6.204,1,0.117,0.167,0.0454,0.113,0.532,110.901,190270,4,0,1LGfit4SostXs6z4SO7Ois
853,0.652,0.734,6,-5.474,0,0.0787,0.0422,0.000502,0.105,0.379,95.164,199263,4,0,3fuMk0pP8pgZ66tWfkhUwn
854,0.826,0.539,6,-7.969,0,0.0528,0.0627,0.678,0.0967,0.285,119.994,213250,4,0,1l1xSGIoTkUvM2JvdywtJw
855,0.811,0.508,6,-8.353,0,0.0673,0.149,0.863,0.0671,0.671,100.004,259200,4,0,18WCAbgqPaVl7DrbzyJJgT
856,0.887,0.823,5,-7.57,0,0.0462,0.0237,0.731,0.593,0.641,121.993,367363,4,0,69uPNh3b6VKdMZMbIKYQ1l
857,0.743,0.654,2,-7.203,0,0.0783,0.0462,0.000126,0.244,0.385,120.026,184000,4,0,2n2H23tlvMNjjgmGUH0hA9
858,0.713,0.704,7,-5.639,0,0.0459,0.187,0.00131,0.163,0.188,121.984,185410,4,0,5HpXhwUEcSQ0UylYdArPce
859,0.715,0.799,5,-7.493,0,0.0537,0.0489,2.78e-05,0.397,0.582,123.998,180484,4,0,7cMqJiS9PJipfo50B5MbTv
860,0.892,0.67,8,-5.157,1,0.155,0.0354,1.4e-06,0.198,0.638,125.015,186720,4,0,15oNpSvoPOqdKjfRJocd89
861,0.836,0.368,10,-9.603,0,0.116,0.912,3.74e-06,0.145,0.927,124.911,154440,4,1,5NJoI48M0UnTByU5GnnQWM
862,0.761,0.674,1,-10.068,1,0.0596,0.0652,2.65e-05,0.108,0.659,100.009,211881,4,0,6v4E6pYWuQr2LKUoJx99S0
863,0.705,0.662,0,-7.476,0,0.257,0.166,0.0,0.0983,0.701,80.908,167407,4,0,6gyJ4QKCmtifw2Mbcbxc5x
864,0.798,0.872,0,-6.273,0,0.0608,0.166,0.00135,0.609,0.635,123.977,226089,4,0,3xopoidnn9u2xeFuPABxB3
865,0.706,0.741,1,-7.641,1,0.0397,0.0171,0.00668,0.166,0.746,118.977,279979,4,0,74lMDFBH7fH1Z7jbu4nSlo
866,0.65,0.771,8,-7.696,0,0.0558,0.0396,1.64e-05,0.175,0.769,124.987,125760,4,0,6SK5X1cj2G3vFNb7iTmLfV
867,0.639,0.693,6,-5.132,0,0.0511,0.0127,5.92e-06,0.487,0.398,126.053,190000,4,0,7cGuwTGKFrWIvvXbJ84SCL
868,0.628,0.904,8,-6.368,0,0.0595,0.0128,0.000115,0.234,0.559,126.003,201875,4,0,5aVmyc6wAtxNXYxOagVdcv
869,0.771,0.72,0,-4.417,1,0.0378,0.0749,0.000202,0.0755,0.339,122.015,165246,4,0,5iJ8MCKbS5XtqbySRbDbQM
870,0.833,0.689,9,-4.349,1,0.0699,0.17,0.358,0.0908,0.783,122.988,211367,4,0,1VLWPNQKmwlS8cfeOtJNSs
871,0.692,0.819,2,-4.561,0,0.0591,0.248,0.000128,0.108,0.176,127.923,210117,4,0,6uEaOJPDc3pg6aa6cJelGi
872,0.841,0.81,3,-5.188,0,0.0412,0.0454,0.0373,0.336,0.649,124.024,189692,4,0,1sCi3gD5WfLNj4qO2lYPAx
873,0.682,0.928,5,-7.433,1,0.0348,0.000364,0.858,0.0557,0.384,123.978,175171,4,0,1xF90Ct2D3qteZxqI9Kzhp
874,0.536,0.492,4,-7.691,0,0.0474,0.126,0.000207,0.0835,0.214,86.115,148605,4,1,2IaZrh7RPuJy9QX9OTzxuC
875,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204,4,0,0XOpvVTsOIdYQ3gyyu9onu
876,0.798,0.743,0,-9.434,0,0.0385,0.00553,0.873,0.141,0.773,120.368,415528,4,0,4RNDmizeTDGJVqbX4nKSM1
877,0.798,0.991,7,-5.809,1,0.0642,0.0288,0.85,0.0982,0.649,126.004,414299,4,0,7tg8Bj8WQxHLPQUShlzFuv
878,0.878,0.697,1,-5.379,0,0.0751,0.07,0.00393,0.139,0.586,114.027,198335,4,0,0B5olVmYKbkrCAuOIAPm8L
879,0.741,0.655,6,-8.188,0,0.0416,0.0491,0.00684,0.894,0.547,123.994,158710,4,0,3txqXHefu0ZKwCMRXV2rhV
880,0.746,0.714,10,-7.757,0,0.0374,0.00366,0.389,0.104,0.246,101.016,287515,4,0,4tMcyDrt9g1BhAkslHLfEl
881,0.673,0.771,6,-6.717,0,0.0429,0.111,0.0,0.176,0.0991,120.068,162000,4,0,6wGJqxCSM2Ooo3171l1uch
882,0.709,0.673,0,-5.105,1,0.0362,0.104,0.0363,0.176,0.509,127.973,166875,4,0,5u8cx8c2BdP2uAnnWHY8iy
883,0.842,0.527,5,-9.461,0,0.0448,0.0241,0.524,0.0845,0.337,107.008,273790,4,0,17Hs8EcTo6tQ2PrsSfvbiq
884,0.768,0.791,7,-5.957,1,0.175,0.276,1.05e-06,0.0601,0.546,128.092,157500,4,0,1rNwUMlrGFUMn5LaYy71Gq
885,0.638,0.936,4,-6.997,0,0.0515,0.0205,0.553,0.0915,0.839,125.003,354000,4,0,4BNV2hhfP06JBUuBUFU1I5
886,0.793,0.918,0,-5.931,1,0.0857,0.00832,0.897,0.15,0.554,125.007,212070,4,0,75QOrhYmyUSDpMMTD2fXTI
887,0.641,0.872,3,-6.174,1,0.0384,0.00171,0.759,0.102,0.326,123.97,317419,3,0,4f0BQRFn7NHFpldBqYr1Ca
888,0.885,0.759,8,-6.294,1,0.0477,0.0146,0.794,0.0524,0.822,121.012,372397,4,0,4H7dEvQr0F6vh8ezRh0WZE
889,0.663,0.682,7,-5.689,0,0.0597,0.343,0.0162,0.384,0.375,127.83,166875,4,0,6cS9Hgnnd1zWNsYlVVma9v
890,0.798,0.931,11,-3.941,0,0.165,0.00657,6.05e-05,0.337,0.643,126.021,186190,4,0,3TpvuwueK3sRgYY0crUope
891,0.751,0.984,2,-3.876,1,0.0564,0.0233,0.299,0.0439,0.962,125.995,185911,4,0,5XNixCaiTFx88y5wLhVMQR
892,0.68,0.937,8,-4.756,1,0.042,0.00136,0.859,0.125,0.146,125.004,268805,4,0,5eZ1bORUqs6gXSQXgrZpA1
893,0.723,0.806,9,-8.41,1,0.0368,0.0139,0.889,0.0623,0.888,122.012,352136,4,0,72vZY0LYgYcqLCwyn3nStQ
894,0.741,0.985,7,-8.976,1,0.049,0.00156,0.786,0.0263,0.73,126.012,214286,4,0,6rENU77eHyG2EVxHBc0WOw
895,0.718,0.882,3,-2.707,0,0.0935,0.0952,0.632,0.335,0.585,124.054,147429,4,0,6pH4HlBDJRe1dWoYhpgzqS
896,0.755,0.978,0,-4.348,1,0.157,0.0189,0.00214,0.421,0.709,125.994,130476,4,0,2AL0wAv1VJA6iabTZjJ0Yz
897,0.917,0.808,4,-5.099,0,0.0801,0.0867,4.85e-06,0.0973,0.812,109.99,154458,4,0,49MfquNHHOPngNhOCa8l2P
898,0.797,0.803,10,-8.654,0,0.0937,0.00226,0.544,0.0861,0.651,127.982,211875,4,0,73s9FR0v0Uvpm67E6bngQS
899,0.889,0.697,3,-6.368,0,0.0974,0.444,0.00327,0.11,0.919,128.009,165133,4,0,3HwH9OfyjAf9spxtT2WeDp
900,0.817,0.879,8,-8.966,1,0.0616,0.0118,0.779,0.0887,0.592,124.001,251613,4,0,3y2UGGy7KSTo0rw9dtH5yS
901,0.728,0.721,10,-7.08,1,0.0366,0.0853,0.0215,0.595,0.635,115.005,329739,4,0,2jPjKwIuaFmK5TyTTXiG37
902,0.88,0.824,2,-1.595,0,0.0627,0.312,2.14e-05,0.115,0.678,119.971,160000,4,0,7wiuiIy8lw8q4u3jrT8qm7
903,0.773,0.541,10,-8.019,0,0.26,0.0566,0.000471,0.0932,0.387,89.946,206437,4,0,07xve2j2nU5nwELEhx8fx0
904,0.652,0.281,7,-13.617,0,0.0356,0.701,0.000509,0.1,0.58,120.314,171000,4,1,2GWbiQolZqxJhuq4ScqrCY
905,0.771,0.613,2,-10.618,0,0.0613,0.0128,0.865,0.197,0.377,122.009,187125,4,0,7wtTv3ZU7P9O7MTrDeydpI
906,0.571,0.397,4,-7.566,1,0.0281,0.156,0.0,0.0769,0.234,93.933,224000,4,1,1txcYMd5pfWZivOfJcZpiP
907,0.673,0.628,6,-5.846,1,0.0296,0.0945,0.0,0.104,0.849,105.001,228571,4,0,2aIBLMcUJzzBFj0jgQC7bN
908,0.615,0.541,2,-7.389,1,0.0337,0.181,0.0629,0.16,0.19,88.044,223494,4,1,6csiIHo2pYktlmyXZgKJns
909,0.794,0.615,6,-4.6,1,0.0409,0.472,0.00663,0.298,0.688,117.021,208518,4,0,3344T4O4OyKkO39y6FPYC2
910,0.63,0.656,5,-6.846,1,0.0357,0.00411,0.00012,0.156,0.949,96.035,226091,4,0,7xTpmsgbuPTHv6mHZyH18v
911,0.688,0.737,7,-6.634,1,0.0307,0.233,0.802,0.119,0.899,135.95,238760,4,0,1DgOAOXV217lr33hKqfL78
912,0.607,0.512,7,-7.613,1,0.0241,0.634,0.000105,0.132,0.334,102.922,233696,4,1,1jVfUFLizfiZYtp24Jmg0R
913,0.566,0.28,1,-7.503,0,0.0456,0.258,0.00838,0.0899,0.202,91.533,190927,4,1,5UbZkag2EpEKQugkdrUluj
914,0.597,0.771,5,-10.717,1,0.0393,0.0112,4.8e-06,0.0987,0.811,104.009,186681,4,0,7mjOxXnZYbGtgjyX0hqaLs
915,0.781,0.66,6,-6.573,0,0.0379,0.129,1.31e-06,0.164,0.675,108.941,168280,4,0,5SyqNu9Ds3fy5Cl6yrAb0v
916,0.673,0.565,4,-7.492,0,0.0448,0.353,0.000199,0.106,0.192,100.026,169200,3,1,2GEOvDYYLgOFa6RZi7hlfG
917,0.761,0.558,10,-7.949,0,0.0312,0.112,1.06e-06,0.0998,0.741,109.981,209966,4,0,5i9XNqv8ay4PXRBNxfwdfZ
918,0.656,0.545,5,-11.508,1,0.0245,0.0762,9.97e-05,0.0738,0.574,98.006,176973,4,1,3t5gztKLD6mVS37cjYTmwq
919,0.625,0.545,8,-7.913,1,0.0368,0.361,3.86e-05,0.114,0.497,152.03,191842,4,1,6zoadk6X8exhPtTlrD8pRj
920,0.663,0.735,6,-5.52,1,0.0282,0.208,4.53e-05,0.114,0.494,114.968,210240,4,0,5S5S5oiwdGS4ppgXmF2w0V
921,0.593,0.857,10,-8.39,0,0.347,0.581,0.0235,0.199,0.232,95.656,185000,4,0,3Yt6aBHE2BC0mmXXqR9G9t
922,0.729,0.666,10,-9.33,1,0.0519,0.48,0.000824,0.195,0.603,102.015,228543,4,0,5J9ToBuIm9IqXea1zdwLgm
923,0.566,0.641,0,-7.603,1,0.038,0.00538,0.0767,0.242,0.634,125.017,228507,4,0,1JufjjiYDVYzormD09fbxX
924,0.559,0.503,0,-5.954,1,0.0357,0.00153,0.00321,0.0989,0.276,116.177,259067,4,1,192FqQ5d6oLUF37TE63Mvj
925,0.543,0.614,0,-10.877,1,0.0241,0.3,0.211,0.11,0.859,160.069,272511,4,1,0llXdaOFchJsMrPJTikF9D
926,0.641,0.525,11,-10.213,0,0.0396,0.66,0.879,0.341,0.254,101.03,249211,4,1,0KdWKPgZ0pleOpV2xOd8D0
927,0.628,0.803,5,-5.042,0,0.0563,0.383,2.11e-06,0.284,0.544,90.032,215880,4,0,1ryvTdyw1DYZhy2LBp4Jvh
928,0.583,0.397,6,-9.439,0,0.0523,0.000745,0.932,0.117,0.558,184.033,127705,4,1,7dGHfcGKv5BC7ooYkqZPxe
929,0.651,0.659,0,-8.748,1,0.0453,0.0543,0.16,0.145,0.639,90.016,222101,4,0,0NYmB8LokhyNydlmH77yLg
930,0.83,0.837,9,-6.947,1,0.044,0.00493,0.000773,0.366,0.444,109.977,274346,4,0,6NfMVBevqiku6BpSYuPb7W
931,0.788,0.565,0,-8.552,0,0.102,0.475,1.58e-06,0.129,0.32,100.031,146586,4,1,0f4PXAx8MCRSYl5A4RzNla
932,0.802,0.381,6,-9.087,1,0.184,0.129,0.000214,0.17,0.317,97.086,202520,4,1,7HsVyALWw7ILw9wqNJGcUw
933,0.666,0.39,5,-8.575,1,0.0838,0.272,9.39e-06,0.111,0.325,113.866,209885,4,1,3cQmqM0awej9iAESjhKrI9
934,0.606,0.63,5,-7.867,0,0.0603,0.237,0.0,0.149,0.707,74.982,148083,4,0,1PmLZMYwFqOosXYoRypUuh
935,0.636,0.725,9,-8.786,0,0.0303,0.329,0.0362,0.213,0.816,93.596,231973,4,0,5g5vA6ILBex9HxckYqNzHA
936,0.956,0.366,4,-6.428,0,0.0465,0.0701,0.00691,0.122,0.919,102.014,189397,4,0,6rsuqpfWuNMpaektrYV906
