,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
374,0.85,0.546,6,-5.769,1,0.138,0.24,0.000581,0.152,0.715,101.08,191320,4,0,6GlNseuKrVgGyieWH5jUIn
375,0.87,0.721,10,-5.311,0,0.11,0.522,0.648,0.108,0.489,92.025,188910,4,0,2XghxCSGfhpGR2B3ahQXVr
376,0.841,0.587,1,-6.489,1,0.0435,0.00351,2.19e-06,0.0669,0.802,124.006,218982,4,0,54nChLooSgU5bUQCV2oVOY
377,0.843,0.442,2,-5.445,1,0.0733,0.0385,0.0048,0.0669,0.657,96.003,205400,4,0,5sU7NsHPwHF991Gir4ovn5
378,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,218827,4,0,7knLcYCOSaURD0d7HUULFM
379,0.769,0.844,11,-4.058,0,0.0951,0.279,0.0,0.152,0.709,103.958,193846,4,0,5pc9qadiig2q84FABIGHsn
380,0.658,0.516,11,-8.488,0,0.115,0.446,7.07e-05,0.0806,0.808,186.019,230968,4,0,1FM64gZzMzOxLKbv93SDws
381,0.543,0.902,1,-5.725,0,0.227,0.0915,6.87e-06,0.338,0.845,115.098,231520,4,0,6RcQeYGYy2N8CR6N1HJN5T
382,0.922,0.693,3,-3.105,0,0.0842,0.15,0.000278,0.115,0.718,110.019,187926,4,0,1GxRU2jUq6Xt5vwi1vrDyK
383,0.788,0.721,11,-4.577,1,0.152,0.424,2.86e-06,0.0897,0.653,105.23,182857,4,0,6U9jxxdQ6TNzjshIpwWMTf
384,0.585,0.746,11,-5.108,0,0.309,0.089,0.0,0.0697,0.459,177.738,185002,4,0,0Z4mRtb8Uc8xASEhGUlUyI
385,0.732,0.69,4,-7.745,0,0.174,0.538,9.37e-05,0.191,0.636,117.157,218627,4,0,3XFwOQU8wxXWl8Rxj3lrOi
386,0.612,0.543,5,-7.729,0,0.29,0.495,0.000197,0.139,0.55,109.341,178920,4,1,0X48LLpHYxS1u4JcBeq9m3
387,0.638,0.642,0,-5.554,0,0.0411,0.525,0.155,0.111,0.53,94.02,176320,4,0,3IKW5FVGMa3a45ZNHc6jxy
388,0.767,0.643,5,-5.225,1,0.101,0.216,0.000104,0.0806,0.536,169.99,192452,4,0,099tjv6oy2opbpCOA3nBwX
389,0.952,0.568,8,-7.258,0,0.144,0.268,6.37e-05,0.232,0.392,107.984,201013,4,0,4ltz90zE6hPqE12EGHDMDu
390,0.731,0.787,4,-5.26,0,0.0721,0.0853,0.0,0.316,0.393,92.971,186693,4,0,5zzbORcD0GwLY0wQHP1Xs1
391,0.776,0.805,8,-3.768,0,0.19,0.274,3.54e-05,0.0854,0.588,99.113,207235,4,0,33UTgzWoQmA8tJHoAt9pbX
392,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507,4,0,5cpJFiNwYyWwFLH0V6B3N8
393,0.819,0.859,8,-6.264,1,0.224,0.0244,0.0,0.0916,0.612,104.906,195429,4,0,660eekzsNZ7sdATvfIsAkR
394,0.909,0.675,11,-5.445,0,0.0754,0.00797,0.000926,0.319,0.748,115.046,177000,4,0,3VmnJVSkgLIZujxut5yf73
395,0.78,0.601,11,-7.858,0,0.119,0.478,0.0,0.278,0.765,108.039,211250,4,0,401WZ0HpjqSVtpCp6uVtij
396,0.674,0.713,4,-4.921,0,0.0781,0.284,3.78e-06,0.152,0.264,104.786,179258,4,0,00yinrzqPZKA2vbnwnn3hS
397,0.79,0.693,0,-5.767,1,0.0605,0.042,0.0267,0.079,0.855,91.991,190109,4,0,6pdip6qgVJOI5JxqgbAlu6
398,0.77,0.777,11,-4.466,0,0.201,0.106,0.0,0.0759,0.585,89.072,273371,4,0,07grlLnIM285o7Y69mge5L
399,0.648,0.712,5,-6.345,0,0.15,0.621,6.68e-05,0.111,0.438,186.033,144516,4,0,7485WPb1khiKbqVZAWq1MG
400,0.856,0.68,1,-5.952,1,0.067,0.00406,1.58e-06,0.403,0.495,108.004,238208,4,0,0GsPeFVhoWKJljDoV1pPnx
401,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,241293,4,0,3z4CGd63tpUn9a6oQSG0CI
402,0.824,0.422,2,-11.544,1,0.0845,0.369,0.0,0.0768,0.649,103.979,212308,4,1,3glO3AnPdXGhYxJVvMMY18
403,0.463,0.847,11,-6.776,0,0.0511,0.0307,0.0,0.117,0.625,114.962,187783,4,0,0N83qk5axJe71xNDXeViFQ
404,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4,0,5FG7Tl93LdH117jEKYl3Cm
405,0.772,0.932,6,-2.458,1,0.174,0.133,0.0,0.0563,0.872,103.941,206538,4,0,1EamspfiJHlyOZdyqGWl5z
406,0.841,0.757,3,-4.419,1,0.131,0.0714,3.58e-06,0.0966,0.88,137.532,192850,5,0,1RKqrHsNqB9pECYucfOB61
407,0.538,0.587,11,-6.891,0,0.365,0.525,0.0,0.193,0.807,148.438,180320,3,1,1ZMk6La2OGTiKXwqVvkTpz
408,0.76,0.626,7,-10.615,0,0.0452,0.0238,0.0213,0.129,0.364,114.98,254558,4,0,7iPnbJ1W7wus9QqeBtpuII
409,0.761,0.612,0,-4.275,1,0.0447,0.0421,0.0,0.275,0.795,136.009,168240,4,0,74ySxdWAaNTGWSeR4d6Vmb
410,0.749,0.783,6,-4.723,1,0.0365,0.162,1.12e-06,0.116,0.694,128.114,206250,4,0,7DxFxBcP9wWjNgKgeXfasl
411,0.69,0.381,5,-5.32,1,0.0409,0.755,0.0,0.239,0.714,100.069,177058,4,1,69WQFSP8koVnREo2xapcnZ
412,0.836,0.725,7,-5.445,0,0.0571,0.0429,0.0,0.108,0.76,126.035,175240,4,0,4gCnKcHk9OC58INnWCWFu2
413,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,4,0,0cOa970mzTWAxKtltpkpLc
414,0.821,0.858,8,-6.04,1,0.0453,0.515,0.0,0.245,0.967,97.297,232893,4,0,75ltnODzDPQQiralQWDnXm
415,0.749,0.752,11,-5.666,1,0.19,0.0151,0.0,0.358,0.558,105.018,174733,4,0,5G6ZRnoxrNvW5vJZoLIZYR
416,0.657,0.618,7,-4.718,1,0.201,0.277,2.17e-05,0.371,0.662,173.992,186173,4,0,18RHHP6tTYvgrL7SGu03o6
417,0.859,0.756,8,-3.36,0,0.0643,0.168,4.65e-05,0.163,0.91,102.033,195613,4,0,1WniHvhq9zTkny0WvGXX8o
418,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.06,193343,4,0,2plRom0urixt6BE8t7kOhQ
419,0.635,0.83,0,-6.238,1,0.0379,0.00424,0.0,0.203,0.308,136.026,205867,4,0,0gdt218D74akk9AqMlbc45
420,0.728,0.611,0,-3.614,1,0.0922,0.183,0.154,0.124,0.526,180.014,121240,4,0,5LsUdPeqmKVGlPJre2sIRt
421,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,246427,4,0,5yaCquc7koPqtgj7v0lwHX
422,0.748,0.572,10,-7.348,1,0.283,0.189,0.0,0.213,0.563,81.904,201951,4,0,74HCuGBDwguXsC1ZBgKLsO
423,0.589,0.696,0,-5.547,1,0.03,0.137,1.51e-06,0.226,0.249,126.018,216000,4,0,6SFtimpTgM5wdYqTalvtFy
424,0.638,0.53,2,-8.56,1,0.04,0.393,0.00105,0.397,0.638,171.037,196560,4,1,2BWTYAiWbBGCJeKbQ6rpFA
425,0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,0.654,115.977,265240,4,0,5Km4r87BoX2qqtoprYS1gh
426,0.763,0.846,4,-4.41,0,0.21,0.188,0.0,0.229,0.65,131.992,225973,4,0,7jTJEvkQEeqaPKv15VEbRz
427,0.711,0.875,5,-2.211,1,0.104,0.211,0.000198,0.0862,0.922,103.637,225813,4,0,4m5A5meIueOcDBpbqGvkQB
428,0.672,0.61,6,-9.175,0,0.127,0.0956,0.000369,0.201,0.926,80.134,152178,4,0,2bYnrg0QUC9x1jQRLYcDOd
429,0.642,0.844,11,-4.772,0,0.119,0.0481,0.0,0.0367,0.894,90.037,196667,4,0,0shQP5WGXOBBU0j0QoidWG
430,0.91,0.856,11,-2.082,0,0.157,0.0346,0.000223,0.0624,0.771,109.029,201941,4,0,6wwT3PgG3eFuKCpxzjMJFs
431,0.8,0.685,6,-5.841,0,0.0778,0.0701,6.22e-06,0.278,0.899,96.986,192760,4,0,4m3vLNZkFAjm30XxPXf7E3
432,0.717,0.758,5,-2.367,0,0.0718,0.37,0.000303,0.0861,0.96,175.951,222387,4,0,2nRs0FHeH2zC3GWZKzabjO
433,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4,0,7vrJn5hDSXRmdXoR30KgF1
434,0.383,0.447,7,-7.756,1,0.0616,0.738,5.85e-05,0.127,0.234,45.404,186307,4,1,4kpAZKCOW56xfDvVBiIJU2
435,0.743,0.693,0,-4.359,1,0.189,0.0139,3.78e-05,0.0653,0.532,186.159,122205,4,0,1k3YrvjUxFnQ1nYTydleen
436,0.454,0.25,6,-10.124,1,0.0372,0.905,0.000255,0.106,0.343,115.901,261762,4,1,6Y46LQLJQKBsUou9W7gMM6
437,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095,4,0,3whrwq4DtvucphBPUogRuJ
438,0.593,0.882,0,-4.666,1,0.0712,0.0158,3.29e-06,0.156,0.565,84.936,179240,4,0,2ZKcUJOWLCS10LhRs8Z4ZM
439,0.742,0.597,3,-5.419,1,0.294,0.393,0.00017,0.0864,0.702,93.101,174893,4,0,5hNZC8Th0pe5wlqlzyqFXI
440,0.825,0.837,10,-5.087,0,0.128,0.193,2.79e-06,0.125,0.836,138.155,138013,4,0,1dzZ3v5IbjzZ4pTnOGqZOb
441,0.835,0.751,11,-4.281,0,0.185,0.0374,0.0,0.323,0.911,160.055,171083,4,0,6v9dLKmPBQYOAeoHuwu8wa
442,0.582,0.812,5,-4.681,1,0.0605,0.538,0.0,0.112,0.691,110.514,162987,4,0,0QfwW9zDu9glbBLMITa754
443,0.41,0.438,5,-8.555,1,0.0545,0.615,0.0,0.101,0.163,190.046,244040,3,1,4n8cY8SZgldxSbq9uJ05Tq
444,0.394,0.475,10,-7.935,1,0.028,0.0251,0.00749,0.112,0.441,129.995,278547,3,1,4skuEIloXWuxxgekKupkEH
445,0.7,0.862,11,-4.893,0,0.101,0.181,0.0,0.1,0.618,170.108,228533,4,0,5rUNrHC5b0oYanaw370Ncz
446,0.887,0.633,5,-9.468,0,0.0954,0.247,0.0147,0.123,0.81,149.986,199200,4,0,3eekFyUCn3SPJwmPI19W7W
447,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,0.353,100.101,183398,4,0,0EJu1RBtxzldMG2peczuPv
448,0.665,0.708,1,-2.455,0,0.284,0.255,2.58e-06,0.131,0.365,175.287,188742,4,0,2OBDbcbEoulxcvV7VIJVLu
449,0.703,0.889,10,-5.605,0,0.0974,0.313,0.0,0.534,0.874,83.287,208427,4,0,0BydwB73NiipwQLCCkQuwI
450,0.764,0.737,10,-4.694,1,0.0354,0.589,0.0,0.175,0.447,98.003,189573,4,0,1D8bmUIhLHEO4KMS2SHwUx
451,0.847,0.69,1,-5.098,0,0.0752,0.0973,0.000248,0.207,0.653,91.986,197053,4,0,4C1opPFRPafp6yj4AJPBRB
452,0.826,0.852,2,-3.917,0,0.193,0.155,0.000661,0.0961,0.269,119.985,187313,4,0,3DdFpwyBFNxJ6kPaimSDOO
453,0.58,0.388,4,-6.824,1,0.0269,0.557,0.0,0.114,0.193,98.227,195613,5,1,0BrONFWDiPzPENqT88xP03
454,0.659,0.479,11,-6.79,0,0.2,0.152,0.0025,0.268,0.0395,163.882,155956,4,1,1v3lhrZEsOcazqR2QIyyRu
455,0.568,0.707,7,-5.291,0,0.107,0.03,0.0,0.0667,0.409,165.97,207400,4,0,70c9sdkTnDiehSDOCxCnDc
456,0.492,0.577,9,-5.149,1,0.0366,0.753,0.0,0.266,0.613,102.527,254213,4,1,7JIS8AZlurTWxcP2uWFWD1
457,0.632,0.75,10,-7.739,1,0.0358,0.162,1.64e-05,0.368,0.87,91.17,184733,4,0,5ubqSAc9LxUS2CsMHcA4kF
458,0.611,0.7,5,-3.223,0,0.153,0.257,0.0,0.11,0.482,178.024,209587,4,0,0g4QYgqn76TB16BBNW7PMT
459,0.743,0.804,8,-3.601,1,0.171,0.356,0.0,0.369,0.894,180.026,178410,4,0,5YDJHtDRz6GnFYIF3UtrGp
460,0.775,0.847,8,-4.602,0,0.351,0.143,0.0,0.107,0.806,104.817,224740,4,0,2KTCXvWUbqfiinbFe7PJKP
461,0.894,0.475,6,-6.01,1,0.148,0.431,0.0,0.0802,0.93,120.041,175733,4,0,0is5MOZLNpo5iAY3M0B9ml
462,0.816,0.686,1,-5.344,1,0.0697,0.0768,0.0119,0.123,0.587,90.998,130144,4,0,5MUZhMWlbypeWFeRY4sE2l
463,0.845,0.403,2,-10.56,1,0.046,0.324,0.0832,0.214,0.377,134.987,224293,4,1,1XVG9J4jQRg3Ox7WHM6ztO
464,0.604,0.693,6,-4.493,1,0.0398,0.294,0.0,0.359,0.371,162.099,242064,4,0,2AoRRax8pJeQEj9nGDUKob
465,0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,221800,3,1,3lGMtkONrZdJ8kTCg6KIFf
466,0.627,0.402,5,-11.811,1,0.0859,0.173,0.00434,0.104,0.464,76.042,235910,4,1,3YtsRWd21iMqyCvislOyv0
467,0.734,0.41,7,-7.419,1,0.0426,0.886,4.52e-05,0.113,0.478,124.076,165587,4,1,2siIxRukc4AFw9rxeE9La8
468,0.781,0.866,5,-3.493,0,0.0867,0.216,0.0,0.101,0.864,95.993,165646,4,0,4BCPItsB94KDLuERZT3aNM
469,0.782,0.644,10,-3.929,1,0.0809,0.585,0.0,0.108,0.695,93.013,281658,4,0,203uubEQA07to1kbro35qQ
470,0.858,0.756,6,-5.156,0,0.074,0.0533,0.00414,0.0613,0.738,103.986,223846,4,0,6dZDBFRYElQx4DY1q62r30
471,0.861,0.761,7,-4.249,1,0.217,0.114,0.000219,0.202,0.936,130.061,195573,4,0,2jz3dP8GozFN1wZ7KJbJKw
472,0.478,0.264,6,-12.186,0,0.0282,0.895,0.000298,0.426,0.101,77.989,221596,4,1,4uLJm8nrmgjCT6ftc8GycM
473,0.726,0.446,9,-12.636,0,0.291,0.135,0.0378,0.0954,0.784,173.961,201379,4,0,3aUE6TiJA8X5U1i8WMC2jh
474,0.582,0.445,7,-7.583,1,0.232,0.796,0.0,0.107,0.455,146.462,160547,4,1,2rBzZemt8uRmC9HcnOwAA3
475,0.747,0.837,5,-1.856,0,0.168,0.155,0.00501,0.375,0.666,172.042,187120,4,0,1hLUl3qUqiB3qtHln01mah
476,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4,0,58q2HKrzhC3ozto2nDdN4z
477,0.544,0.848,9,-3.574,1,0.0658,0.00321,0.0,0.0561,0.657,92.061,234373,4,0,2sVQ3guXjN1KB3BiuZHaFD
478,0.625,0.608,11,-5.567,1,0.0335,0.122,0.0,0.109,0.593,100.016,215580,4,0,0PELaQWHo1MA89JH4lHyRj
479,0.716,0.766,9,-4.133,1,0.173,0.219,0.0,0.244,0.739,160.1,170998,4,0,7LAK1HqDfxTt7HvSJ0px2M
480,0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931,206897,4,0,7FhopXtl9z9YtD9NwUf9ss
481,0.522,0.322,2,-9.703,1,0.0352,0.816,0.0,0.0961,0.202,149.934,206675,4,1,2cLOSF54zDP52z6ma8mivK
482,0.312,0.257,1,-9.892,0,0.0308,0.666,1.43e-06,0.115,0.126,129.084,279333,3,1,2LDFwmbyd2PsVEZFCsZFZZ
483,0.66,0.522,0,-6.887,1,0.0875,0.557,0.0,0.121,0.445,86.961,173108,4,1,00ftaJIOXTvlp6jAuxvAYs
484,0.773,0.816,1,-5.003,1,0.0339,0.0057,0.00722,0.115,0.322,116.015,145307,4,0,6lKahGl8Y5KEoyvyTmWHvc
485,0.753,0.615,4,-7.329,0,0.132,0.0616,0.0289,0.0856,0.424,92.053,196500,4,0,2R8w2f2gBJPCI6zYXNYLYz
486,0.721,0.588,11,-6.546,1,0.254,0.574,0.0,0.115,0.653,84.861,190667,4,0,1a7BzukLRIIsOvJGozrFja
487,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,189662,4,0,63vfn9qDTCY3Yvp5Ym6aDU
488,0.665,0.404,6,-10.462,1,0.083,0.307,0.0241,0.125,0.557,95.013,166733,4,1,2FF5m9pWgpneewxKLgZ2FY
489,0.51,0.305,0,-8.728,1,0.0603,0.505,0.0,0.0735,0.61,93.691,108587,3,1,0yyXYlCgvoiKjm9T7k23q1
490,0.594,0.666,3,-5.237,0,0.211,0.565,0.0,0.0891,0.507,81.75,160244,4,0,0w9QFO4qIQd2Mik73UFFzS
491,0.567,0.515,1,-7.678,1,0.0813,0.735,0.000771,0.138,0.239,101.663,163316,4,1,2dEdip921GVmDUtrfAmcrk
492,0.527,0.263,7,-9.335,0,0.0375,0.835,0.0,0.0946,0.496,107.842,184337,4,1,1O8wZHsmHtrjVehbTTC5yM
493,0.81,0.622,1,-5.806,0,0.303,0.416,0.000439,0.275,0.542,96.02,152576,4,0,29hiNyafGbliZrYLLVaj6f
494,0.773,0.44,11,-7.526,0,0.0566,0.0232,1.55e-06,0.0971,0.627,121.93,130348,4,0,6BQKLd86gks38xcNuXLw4q
495,0.701,0.709,8,-8.513,1,0.176,0.18,0.0,0.695,0.949,171.984,181395,4,0,6VNuCCGMdV8v3acHsxFGC3
496,0.645,0.492,2,-9.084,1,0.176,0.111,0.195,0.135,0.176,132.281,168636,4,1,522KLQk5JqX3gKq7ekUwSp
497,0.824,0.669,1,-3.465,1,0.141,0.203,0.000418,0.123,0.857,167.954,149092,4,0,4SRID4NKVBVy2hmixn86m0
498,0.557,0.433,7,-10.791,1,0.043,0.836,1.65e-06,0.324,0.464,149.945,194601,4,1,5z2Z0gSfDm3l0bMU16apss
499,0.642,0.639,10,-7.216,0,0.059,0.506,2.18e-05,0.138,0.598,140.977,156372,4,0,66JlPySmx98BQnX1xYMIG3
500,0.589,0.722,11,-6.281,0,0.379,0.0441,0.0,0.212,0.479,176.042,200571,4,0,5uJmLoCN4rU4dUSXpHxlur
501,0.784,0.797,4,-8.735,0,0.268,0.171,0.000245,0.12,0.858,105.99,174118,4,0,4cFE0t04MV2lNUQIVkihuq
502,0.784,0.215,6,-12.905,0,0.0741,0.77,3.69e-06,0.0944,0.502,80.047,196332,4,1,1VTDc0ElCoIRtnJVSnLuoG
503,0.713,0.627,9,-8.723,0,0.316,0.483,5.48e-06,0.112,0.653,82.562,180364,4,0,2jMesSWfkSsFyk94weNwi1
504,0.569,0.594,4,-6.768,0,0.0343,0.343,2.66e-05,0.155,0.326,160.116,189000,4,1,3R0SoAX7ISJJqq1W6AZ78z
505,0.803,0.674,11,-5.699,0,0.13,0.882,0.000577,0.118,0.524,90.02,253854,4,0,3zPsbqzGNZ9KeGrlX7DmYM
506,0.774,0.444,0,-7.949,1,0.0453,0.00155,2.57e-06,0.128,0.23,132.047,205472,4,1,2nqN4jMerDxXPwzhtmOxGh
507,0.605,0.69,9,-4.881,1,0.0714,0.0105,2.37e-05,0.2,0.443,129.714,179250,4,0,16Q5CS1hO8nTybYOj4ibsP
508,0.82,0.558,7,-7.87,0,0.168,0.35,0.0,0.348,0.515,88.047,181253,4,0,68BjkLhM0Sb0wGDd6w5jKU
509,0.671,0.326,5,-8.659,1,0.0448,0.862,0.0,0.141,0.633,76.071,146826,4,1,6NHjr1XoiD305MLDr06uOm
510,0.834,0.648,7,-5.892,1,0.0952,0.118,1.47e-06,0.0807,0.428,90.032,168800,4,0,5zGiwdkGd0SSS3kIgJ9VJK
511,0.747,0.742,10,-6.472,1,0.185,0.404,0.0,0.0948,0.731,90.002,213852,4,0,1fER97OWHKmFNk9GOPFipq
512,0.53,0.801,0,-9.275,1,0.412,0.0304,0.000344,0.111,0.393,152.473,223616,4,0,5LzKFumYaZz5SyxTHJe3T1
513,0.455,0.756,9,-3.602,1,0.0565,0.294,0.0,0.276,0.802,168.287,233000,3,0,22IaFikEVG0IGsMztyyzui
514,0.595,0.575,4,-7.803,0,0.0642,0.292,0.0601,0.123,0.155,119.89,167813,5,1,0HZkWfVqTqAcrnGov2nu74
515,0.734,0.382,10,-10.392,0,0.128,0.29,6.71e-06,0.133,0.222,87.066,226500,4,1,4CJDgn1HDwNXaGyukJAwML
516,0.895,0.511,7,-10.516,1,0.0558,0.00116,0.257,0.113,0.163,111.998,175037,4,1,5lhVeVnr57fveNAiE4sYvG
517,0.716,0.796,4,-6.46,0,0.0543,0.64,0.00763,0.103,0.748,96.986,217751,4,0,63ZkfLGnEwR9PrFqeiuH3y
518,0.602,0.799,5,-6.807,1,0.0378,0.32,0.00194,0.105,0.707,110.06,229360,4,0,72kXlrVuQa97Jp1G3M5oJU
519,0.576,0.447,0,-8.059,0,0.0295,0.00207,0.0775,0.0661,0.646,145.023,310240,4,1,6OLTQa6OnuWjBjUPQZrHFH
520,0.75,0.487,11,-7.056,1,0.0524,0.165,0.08,0.451,0.638,87.024,193164,4,0,0zsi2emgTUPmTnMNalFaOi
521,0.698,0.785,0,-4.743,1,0.181,0.183,0.0,0.342,0.676,175.946,210000,4,0,3K4sJ7ruCrI8TJK7Wdge48
522,0.637,0.49,7,-11.038,0,0.0254,0.565,0.897,0.102,0.174,123.96,205317,4,1,0GSssQvMCcmzaPsite3MOS
523,0.438,0.735,9,-6.149,1,0.0442,0.402,0.0448,0.137,0.385,122.95,253297,4,1,3YGFWTJyTDNkSTmzIKwTO8
524,0.665,0.484,5,-6.473,0,0.0962,0.0613,0.0,0.103,0.633,169.861,144000,4,0,1t3WNrA4klWqHVNqDMpN4J
525,0.699,0.369,0,-12.54,1,0.051,0.426,0.261,0.0989,0.381,127.009,234747,4,1,39Lh02LnJ5IK6fDEKprf6M
526,0.414,0.895,3,-4.899,1,0.0676,0.00173,0.0,0.0613,0.315,99.381,180041,4,0,2Ysls4xlIBx6voWtcMxrcg
527,0.803,0.367,1,-8.823,0,0.0567,0.636,0.0,0.0933,0.358,119.985,152000,4,1,5gUbkRDc5hVGdJbuy4CK9I
528,0.549,0.0624,0,-18.234,1,0.0523,0.955,0.00196,0.076,0.215,88.187,216958,4,1,1vLoNyIDBKikOd8jNMAEOs
529,0.715,0.518,4,-8.242,0,0.0299,0.193,0.0141,0.127,0.529,75.032,209250,4,0,4qPHpPtc84VthzIwKra9fW
530,0.279,0.349,2,-13.752,1,0.0324,0.609,0.00107,0.184,0.0978,150.024,228589,3,1,1PTK9IYNZzAF9Rl1O4xoEg
531,0.937,0.527,4,-12.734,0,0.0425,0.0267,0.196,0.0729,0.948,119.957,228773,4,0,2D8SYCt50CP6aLoKOoK8x1
532,0.813,0.511,8,-8.794,0,0.0522,0.696,6.94e-05,0.36,0.866,142.033,236620,4,0,4ssYQnwLxBe3Hx2htCvjqg
533,0.605,0.765,3,-5.949,0,0.0712,0.0784,2e-05,0.0862,0.884,144.974,218406,4,0,4MXaeSAVclzSB6PMV8jiNY
534,0.735,0.228,0,-13.125,0,0.0382,0.743,0.468,0.144,0.428,99.969,150670,3,1,7L5KZBzzpmCOSYyz6qlA1B
535,0.771,0.377,9,-8.762,1,0.0326,0.604,0.000223,0.114,0.51,110.051,203000,3,1,20PCWULdClhxMbCzNEABSo
536,0.449,0.44,5,-10.118,0,0.0424,0.793,0.0465,0.0856,0.12,139.983,204232,4,1,4YfenXjiKqYlp1WSIOerAL
537,0.818,0.713,11,-3.6,0,0.0444,0.245,0.00145,0.26,0.437,94.036,178803,4,0,4uKAJKA13NvX59PhZRTnT0
538,0.346,0.55,1,-6.621,0,0.0294,0.000483,0.000102,0.106,0.344,159.991,193579,4,1,7d1niBlaLfqXOJvj9WTecr
539,0.5,0.72,0,-5.66,1,0.119,0.0386,0.00412,0.313,0.356,185.819,209802,4,0,52HeQvyGsPfEa4rN1WrxQc
540,0.721,0.588,11,-6.546,1,0.254,0.574,0.0,0.115,0.653,84.861,190667,4,0,1a7BzukLRIIsOvJGozrFja
541,0.773,0.44,11,-7.526,0,0.0566,0.0232,1.55e-06,0.0971,0.627,121.93,130348,4,0,6BQKLd86gks38xcNuXLw4q
542,0.73,0.568,6,-7.915,1,0.0346,0.152,0.709,0.223,0.763,126.003,275208,4,0,4j0MBieF8xbIVg3uQeb3uR
543,0.722,0.947,6,-7.647,0,0.0424,0.324,0.686,0.111,0.0413,128.004,271878,4,0,5JNel3LbbwTMf2ZfwX3SL0
544,0.909,0.396,1,-9.269,1,0.1,0.376,0.0,0.247,0.829,125.041,103980,4,0,54anoS6XdoRBfoklctlFEz
545,0.557,0.433,7,-10.791,1,0.043,0.836,1.65e-06,0.324,0.464,149.945,194601,4,1,5z2Z0gSfDm3l0bMU16apss
546,0.737,0.556,7,-10.282,1,0.0303,0.14,0.518,0.131,0.755,120.066,171445,4,0,4ZhoEPqGj3bMgcF1Zx2i8W
547,0.527,0.263,7,-9.335,0,0.0375,0.835,0.0,0.0946,0.496,107.842,184337,4,1,1O8wZHsmHtrjVehbTTC5yM
548,0.883,0.634,6,-8.256,1,0.0436,0.0671,4.32e-05,0.109,0.693,113.946,197000,4,0,6WE6CUj4cXrTrCQZcX5SYV
549,0.752,0.663,5,-9.636,0,0.0553,0.204,0.109,0.122,0.536,106.977,165014,4,0,1o1bZYQ5RSRyMQ46UYjtHM
550,0.744,0.722,4,-4.745,0,0.0794,0.419,2.57e-06,0.175,0.366,144.989,152949,4,0,5FjIKsvt2ipvEvpQtHhRvs
551,0.489,0.729,1,-5.929,1,0.201,0.0338,0.0,0.126,0.56,159.952,206387,4,0,4O2bghGaaw93Fvzr9RZRdb
552,0.491,0.432,1,-13.775,1,0.0322,0.7,0.347,0.0964,0.453,156.078,221647,4,1,1TgDz8yz6xBb7tOGdxrC48
553,0.716,0.671,5,-7.173,0,0.0469,0.0451,0.0561,0.0728,0.498,95.996,203750,4,0,3HN49qRXwoMJFX3juf6nKX
554,0.685,0.473,7,-3.727,0,0.0543,0.186,5.16e-06,0.1,0.211,92.051,220401,4,0,1JBf8zlMB7ReukqHoAogSq
555,0.746,0.378,1,-12.585,1,0.0417,0.453,0.0,0.0788,0.814,89.998,186000,4,1,4Jzn73fd9dblQEHx2GH3qh
556,0.747,0.742,10,-6.472,1,0.185,0.404,0.0,0.0948,0.731,90.002,213852,4,0,1fER97OWHKmFNk9GOPFipq
557,0.661,0.618,0,-6.929,0,0.0797,0.35,0.0,0.128,0.409,143.94,326522,4,1,2vW3Dr8qK85vnsQSV8XPCY
558,0.69,0.585,9,-6.888,1,0.0645,0.72,0.0,0.179,0.471,100.02,173716,4,1,3rE8pSJmYtHZ40bnBfZo74
559,0.571,0.597,0,-7.246,0,0.137,0.797,0.0136,0.104,0.62,169.858,163765,4,1,6r1c5qESJcjOqZSeCSQ5cW
560,0.726,0.655,2,-7.734,1,0.0288,0.0229,3.41e-06,0.0521,0.521,102.005,178176,4,0,3MvAgd5V4YSDMkDv1ZF2Om
561,0.273,0.436,4,-6.088,1,0.033,0.126,2.67e-06,0.102,0.26,139.919,276080,3,1,5Kr6Jfpev1GuW060OtMlp8
